Wavelength (nm),Spectral photon flux (1/[s m2 nm])
856.98975,21516894831097.453
857.39874,18746409616794.66
857.8078,16685755167403.234
858.2168,10346479244867.768
858.62573,18008173720340.54
859.03467,19593173376063.94
859.4436,16898439140930.324
859.85248,13905399640627.225
860.26135,21909901091178.027
860.67023,15608266910246.965
861.07904,18008840219409.92
861.48785,20443428290503.23
861.89661,24636902449432.676
862.30536,18956703306718.453
862.71405,12415640956299.264
863.12274,19039013349383.863
863.53143,13948863991310.617
863.94006,17046740208136.92
864.34869,22507128278033.375
864.75732,9461098797737.766
865.16589,24128058203683.207
865.5744,22682342976425.26
865.98297,13783306724910.031
866.39148,19864385241449.055
866.79993,20746384870106.484
867.20837,21864469476755.293
867.61682,8951801289349.547
868.02521,17174357221890.88
868.43359,13772700880424.994
868.84192,17672486174403.395
869.25024,12997378959964.512
869.65857,18811365882588.535
870.06683,23493780767147.355
870.4751,16759039377222.209
870.8833,7182517581756.512
871.2915,17404465102647.385
871.69965,13157889529566.332
872.10779,13673845292936.928
872.51593,7734259408819.407
872.92401,13138390427119.5
873.33209,13951069476887.621
873.74017,20374048865857.176
874.14819,6120185206216.897
874.55615,7723269780121.342
874.96417,13188709539483.72
875.37207,8740126642150.204
875.78003,13634850230994.35
876.18793,10879074768638.377
876.59576,17693025753311.96
877.0036,19960294110996.19
877.41144,11343363669879.11
877.81921,3120517056795.333
878.22699,13911711066370.232
878.63477,15556011897663.395
879.04248,8002764075462.298
879.45013,7410785440326.033
879.85779,10064089039871.834
880.26544,11211809202172.39
880.6731,4087279289215.578
881.08063,11568546879668.455
881.48822,17650357675501.625
881.89575,21493874428961.156
882.30328,-4533222249266.54
882.71075,4957188441181.476
883.11823,12415359258418.95
883.52563,14009881905054.732
883.93304,2705731257795.3257
884.34045,17840423372591.605
884.7478,11404265979567.482
885.15509,18159960868819.58
885.56244,15908894138846.693
885.96973,3801741990100.3916
886.37695,21512020387176.777
886.78418,13286155634361.516
887.19141,13545858176041.758
887.59857,0.0
888.00568,19988114539944.246
888.41284,6150254402004.522
888.81989,9739002684907.074
889.22699,16828265921262.445
889.63403,17424793268115.346
890.04102,12338268219123.445
890.44806,7231615225107.681
890.85498,8247653372101.503
891.26196,6289983992643.315
891.66882,11842806020212.594
892.07574,16322832903285.86
892.4826,8690556431860.328
892.8894,18448938948351.25
893.2962,17373441176736.732
893.703,8212477066629.917
894.10974,-1807598666548.6528
894.51648,906782388204.7792
894.92316,4321432222181.729
895.32983,6616781924813.534
895.73651,4125669824321.599
896.14313,10234199620246.998
896.54974,12241560103226.21
