Wavelength (nm),Spectral photon flux (1/[s m2 nm])
760.65454,1.9511731912543964e+16
761.06866,1.9353359085714532e+16
761.48273,1.9280290850108668e+16
761.89679,1.9118551780249616e+16
762.31085,1.898994733653615e+16
762.72491,1.8876478627747228e+16
763.13892,1.872238574732648e+16
763.55286,1.8618784684062436e+16
763.96686,1.8550412593980348e+16
764.3808,1.8475037832845196e+16
764.79474,1.8383858691262964e+16
765.20862,1.8293639412369708e+16
765.62256,1.8211375731552464e+16
766.03644,1.813979746176446e+16
766.45026,1.7943050175853668e+16
766.86407,1.7863327850623474e+16
767.27789,1.7755961624485546e+16
767.69171,1.7682341542177082e+16
768.10547,1.7593281186633756e+16
768.51923,1.7473846715262722e+16
768.93298,1.7377473436638834e+16
769.34668,1.7254672224752432e+16
769.76038,1.719063871977141e+16
770.17407,1.7069071856719152e+16
770.58777,1.6929850209199426e+16
771.0014,1.6788320455754626e+16
771.41498,1.6668408623402174e+16
771.82861,1.658099311178674e+16
772.24219,1.6468245799603946e+16
772.65576,1.63776257895771e+16
773.06927,1.6267265222250064e+16
773.48285,1.6188276095956504e+16
773.8963,1.6057181611661802e+16
774.30981,1.595461423638039e+16
774.72327,1.5846143017550294e+16
775.13672,1.5717477102667294e+16
775.55017,1.5630775337986442e+16
775.96356,1.5543081322546512e+16
776.37695,1.5384663261203696e+16
776.79028,1.5271758890569106e+16
777.20367,1.5199409104574884e+16
777.617,1.5097957587648106e+16
778.03027,1.5023590476851318e+16
778.4436,1.4967000005680648e+16
778.85687,1.4800138421057832e+16
779.27008,1.4745995301877736e+16
779.68335,1.4642561087118e+16
780.09656,1.449052058184195e+16
780.5097,1.4404725386515376e+16
780.92291,1.434418449004818e+16
781.33606,1.4220151580852982e+16
781.74915,1.413064725105075e+16
782.16229,1.4019366257068968e+16
782.57538,1.398974820022641e+16
782.9884,1.3867651567293744e+16
783.40149,1.371633683627175e+16
783.81451,1.3708212988079856e+16
784.22748,1.3607715651612008e+16
784.6405,1.3497900145785952e+16
785.05347,1.341043070933205e+16
785.46643,1.3382606154606326e+16
785.87933,1.3248826022139318e+16
786.29224,1.3221702449621178e+16
786.70514,1.3139608002245676e+16
787.11798,1.3087112644971396e+16
787.53082,1.2974317236396672e+16
787.94366,1.2901830403932956e+16
788.35645,1.2771265760925442e+16
788.76923,1.2687597774231512e+16
789.18201,1.2637442147866314e+16
789.59473,1.2549135947021494e+16
790.00745,1.246357083492766e+16
790.42017,1.2438010748755548e+16
790.83282,1.2353688279709856e+16
791.24554,1.2289565468260418e+16
791.65814,1.2170641005486826e+16
792.0708,1.2148944906033358e+16
792.4834,1.2026108847466988e+16
792.89594,1.1936492686561948e+16
793.30853,1.1867605603171486e+16
793.72107,1.1813417004965958e+16
794.13354,1.1720621643586426e+16
794.54608,1.1637784349097252e+16
794.9585,1.1610763898333704e+16
795.37097,1.1508184409425202e+16
795.78339,1.1436134092396298e+16
796.1958,1.134795492279045e+16
796.60822,1.127238535979445e+16
797.02057,1.1193525733254036e+16
797.43292,1.1122376530308562e+16
797.84528,1.1088978420557358e+16
798.25757,1.1002373077227346e+16
798.66986,1.0900098440080004e+16
799.08209,1.0855221977972392e+16
799.49438,1.0771657701988356e+16
799.90656,1.0705488277636606e+16
800.31879,1.0640908177392084e+16
800.73096,1.0561119350416028e+16
801.14313,1.0476679470842386e+16
801.55524,1.0443523083908896e+16
801.96741,1.0390687505517266e+16
802.37946,1.0303711926955754e+16
802.79156,1.0263062720354614e+16
803.20361,1.0201579935043292e+16
803.61566,1.0118515397912128e+16
804.02765,1.0044153550618064e+16
804.43964,9957752706478192.0
804.85162,9902990406289444.0
805.26355,9851461086956208.0
805.67548,9768121941600986.0
806.0874,9686597784232622.0
806.49927,9646207586542302.0
806.91113,9582812251880328.0
807.32294,9507461483137166.0
807.7348,9479679483012780.0
808.14655,9390544641355554.0
808.55835,9354118593602308.0
808.97009,9240480273636054.0
809.38184,9213110161055718.0
809.79352,9154134523617270.0
810.2052,9104373824420938.0
810.61688,9050684427398478.0
811.02856,8998349395798850.0
811.44019,8977369209835410.0
811.85175,8967568557198180.0
812.26337,8856976998913704.0
812.67493,8828239896505174.0
813.08643,8722860773526260.0
813.49792,8704091068165384.0
813.90942,8659514393060928.0
814.32092,8555962285907126.0
814.73236,8472015836973354.0
815.1438,8426234145752686.0
815.55518,8355892984665830.0
815.96655,8324303428662226.0
816.37793,8259532678622699.0
816.78925,8210384601086203.0
817.20056,8164232623429137.0
817.61188,8083611237756840.0
818.02313,8054356830827612.0
818.43439,8009593120390984.0
818.84564,7887026762143580.0
819.25684,7881106307957776.0
819.66803,7869881520732218.0
820.07916,7811225585372930.0
820.4903,7773942829195811.0
820.90143,7750605919353673.0
821.3125,7720920812699502.0
821.72357,7635582027532513.0
822.13464,7593144092651919.0
822.54565,7473675159690478.0
822.95667,7447154867836894.0
823.36768,7393200941740689.0
823.77863,7364577907940407.0
824.18958,7325995631687150.0
824.60046,7278413237141918.0
825.01135,7276456011858078.0
825.42224,7195972612841374.0
825.83307,7196318354016026.0
826.2439,7101790745174265.0
826.65472,7079669876339286.0
827.06549,7043399704045773.0
827.47626,6976049339273791.0
827.88696,6935859355729954.0
828.29767,6907133367660046.0
828.70837,6831978606504925.0
829.11908,6789022817774055.0
829.52972,6762276375890642.0
829.94031,6741901434462077.0
830.35089,6611639708734601.0
830.76147,6622634847215085.0
831.17206,6652496069497259.0
831.58258,6551273935596819.0
831.9931,6539238158919750.0
832.40356,6471760204727203.0
832.81403,6454792107997088.0
833.22449,6379378970071609.0
833.63489,6332059100210015.0
834.04529,6277218610076797.0
834.45563,6264576967089601.0
834.86597,6224000253094592.0
835.27631,6181947272331254.0
835.68658,6130720984537648.0
836.09686,6068259068860299.0
836.50714,6056478744167608.0
836.91736,6023885889635283.0
837.32758,5968223670886779.0
837.73773,5954118705945594.0
838.14789,5924823366818558.0
838.55804,5860677680493386.0
838.96814,5820675735604647.0
839.37823,5815340077113143.0
839.78833,5796862766162696.0
840.19836,5725953271310368.0
840.6084,5703258515529600.0
841.01837,5643165836250947.0
841.42834,5627994716412359.0
841.83832,5609471815509409.0
842.24823,5573781572862763.0
842.65814,5552056137295291.0
843.06799,5492036700589835.0
843.47784,5452264794563644.0
843.8877,5424018474537457.0
844.29749,5401567273204589.0
844.70728,5378147469753276.0
845.11707,5322245415341191.0
845.52679,5291224319955338.0
845.93652,5274114810414400.0
846.34619,5220081729355712.0
846.75586,5196508094004871.0
847.16553,5167560185552633.0
847.57513,5134643471629825.0
847.98474,5081421308769699.0
848.39429,5052717106351884.0
848.80383,5035678698469711.0
849.21338,4953416558623670.0
849.62286,4968293834811801.0
850.03235,4912959891880410.0
850.44177,4892413958191792.0
850.8512,4860072882715004.0
851.26062,4854281727385482.0
851.66998,4805526548548977.0
852.07935,4767401559310874.0
852.48865,4723319531281915.0
852.89801,4690805497211852.0
853.30725,4667693907897984.0
853.71655,4661115505284820.0
854.12573,4617270538044147.0
854.53497,4598025681457646.0
854.94415,4546716807168067.0
855.35333,4522149011337411.0
855.76245,4475296781735553.5
856.17157,4476142783291957.5
856.58069,4422363743081660.5
856.98975,4406262270075746.5
857.39874,4393814277188533.5
857.8078,4336210624128915.5
858.2168,4293607369440388.5
858.62573,4277577911187152.5
859.03467,4244337008450241.5
859.4436,4214288035919472.0
859.85248,4190282402232167.0
860.26135,4180482466777826.5
860.67023,4148401904739345.0
861.07904,4120624782244268.5
861.48785,4114101812191543.0
861.89661,4083358966646982.5
862.30536,3792172906854716.5
862.71405,4044256060459003.5
863.12274,4016860323776593.0
863.53143,3981935707386137.5
863.94006,3953539606086050.0
864.34869,3930809249885580.0
864.75732,3888605280115744.0
865.16589,3894569021258329.0
865.5744,3871810063751794.5
865.98297,3827038959002759.5
866.39148,3795516465776872.5
866.79993,3796967360633507.0
867.20837,3771620984740288.5
867.61682,3746424071521395.5
868.02521,3733323607656369.0
868.43359,3688501454538819.0
868.84192,3682312214350281.5
869.25024,3665357143591177.5
869.65857,3619596201438997.0
870.06683,3608567380053530.0
870.4751,3584787584705825.5
870.8833,3546222464419674.0
871.2915,3531842404405383.5
871.69965,3515983013996858.5
872.10779,3498550988521434.0
872.51593,3446836341851960.0
872.92401,3445395817977457.0
873.33209,3421254171786321.5
