Wavelength (nm),Spectral photon flux (1/[s m2 nm])
786.29224,4096361257456683.5
786.70514,4050028667053833.0
787.11798,4018682041294006.5
787.53082,4014889986242813.5
787.94366,3967826001028068.5
788.35645,3949807368814978.0
788.76923,3910200198482851.0
789.18201,3881006244542506.5
789.59473,3867535330647515.0
790.00745,3861151936456798.0
790.42017,3796672706950022.0
790.83282,3790521438440927.0
791.24554,3776527089328516.5
791.65814,3725299893235032.5
792.0708,3707800112713275.0
792.4834,3663602456649916.5
792.89594,3657365536523660.0
793.30853,3615346701203961.0
793.72107,3588016051036933.0
794.13354,3545516685979676.0
794.54608,3564612306117143.5
794.9585,3548937125753153.0
795.37097,3499761370213339.5
795.78339,3465722678705227.5
796.1958,3444647975564808.5
796.60822,3430812426049730.0
797.02057,3411207170944480.0
797.43292,3379360066151818.0
797.84528,3357606066480176.5
798.25757,3321379974327796.0
798.66986,3300201139524431.5
799.08209,3252688739151054.0
799.49438,3258417083605072.0
799.90656,3224551360073068.0
800.31879,3182105249069241.0
800.73096,3163854898782390.0
801.14313,3155721533270215.5
801.55524,3133035937525713.0
801.96741,3112463503580387.0
802.37946,3090713062821458.5
802.79156,3063817276380669.5
803.20361,3058309267569120.0
803.61566,3021608083745799.5
804.02765,2991506515012430.0
804.43964,2981490041723611.5
804.85162,2958881718609137.0
805.26355,2939337820845417.5
805.67548,2904869684135044.0
806.0874,2875742177221998.5
806.49927,2856612986364495.5
806.91113,2846595347326122.0
807.32294,2833677427143296.0
807.7348,2790428951084327.0
808.14655,2766878772846511.5
808.55835,2743621597467419.5
808.97009,2723114557563440.5
809.38184,2720375997861839.0
809.79352,2685344470842653.5
810.2052,2668651467849173.0
810.61688,2640348179060961.0
811.02856,2662309710543240.0
811.44019,2626993343923675.5
811.85175,2611599949331298.5
812.26337,2581291571197586.0
812.67493,2568054124975859.0
813.08643,2548750057038247.0
813.49792,2519496114674619.5
813.90942,2500442394784753.5
814.32092,2475994057307922.5
814.73236,2453186845577659.0
815.1438,2461712377534964.0
815.55518,2428408473971513.5
815.96655,2420456496748905.0
816.37793,2397793096867322.0
816.78925,2374951287834364.5
817.20056,2357144557137666.5
817.61188,2337694612941194.0
818.02313,2348735899025316.5
818.43439,2292675777785346.5
818.84564,2262822000706509.5
819.25684,2280711897045757.5
819.66803,2251761921784446.0
820.07916,2228076087062247.5
820.4903,2222715107515017.0
820.90143,2244916103422528.2
821.3125,2203490440051100.0
821.72357,2177390960238006.5
822.13464,2159028442540140.8
822.54565,2158181451696288.8
822.95667,2130674091428367.8
823.36768,2116600000211052.2
823.77863,2084470543011069.2
824.18958,2096603820918022.0
824.60046,2085102739559036.5
825.01135,2064870213841371.0
825.42224,2052460895119740.0
825.83307,2033963423772448.5
826.2439,2029613877024433.5
826.65472,2004390750174789.8
827.06549,1986801451753296.5
827.47626,1986353323946627.8
827.88696,1969653054938856.5
828.29767,1944099884690615.2
828.70837,1931912493998776.8
829.11908,1925523471043522.5
829.52972,1912364810896673.5
829.94031,1891119384946922.2
830.35089,1881203253025956.2
830.76147,1865091496175375.5
831.17206,1855168658686684.5
831.58258,1876365714216104.8
831.9931,1834780759473595.5
832.40356,1813659592866811.2
832.81403,1819064395278613.8
833.22449,1785453032240894.5
833.63489,1774233019646701.8
834.04529,1764399397234353.2
834.45563,1755516236969378.2
834.86597,1737338416512306.2
835.27631,1719046368223600.8
835.68658,1727313202946283.2
836.09686,1696474021654395.0
836.50714,1710151522998741.8
836.91736,1673407905252606.0
837.32758,1660741215181236.5
837.73773,1666732168485359.5
838.14789,1640720316965139.0
838.55804,1611073635532344.0
838.96814,1626554052296399.5
839.37823,1622588603016861.2
839.78833,1596794092971571.5
840.19836,1573671267219053.5
840.6084,1576276205218160.0
841.01837,1576709703925977.5
841.42834,1564429999025645.0
841.83832,1540126706901221.0
842.24823,1533933165354940.8
842.65814,1534402556715051.0
843.06799,1519248609382007.0
843.47784,1493723080487735.8
843.8877,1486547250622227.5
844.29749,1475437253711736.0
844.70728,1452193712381284.2
845.11707,1456699802479356.0
845.52679,1438993983232552.8
845.93652,1434183798527475.8
846.34619,1422491784763123.5
846.75586,1393920563202342.0
847.16553,1410647532637726.2
847.57513,1398227170281811.8
847.98474,1381241184491878.8
848.39429,1343025513845949.8
848.80383,1347155468409837.0
849.21338,1354331202406560.2
849.62286,1336064998114118.2
850.03235,1318915407216217.5
850.44177,1318866883023569.2
850.8512,1312362057235487.2
851.26062,1293252988616025.2
851.66998,1266633388693854.2
852.07935,1287717339966805.5
852.48865,1270465302443129.5
852.89801,1251640683094215.5
853.30725,1244474797605822.0
853.71655,1237081774586245.8
854.12573,1240893133619486.8
854.53497,1213349227222746.8
854.94415,1202629565962930.2
855.35333,1191873789328196.8
855.76245,1178078667193024.8
856.17157,1173245037489155.0
856.58069,1171071977224017.8
856.98975,1162545170727236.0
857.39874,1151138225309550.2
857.8078,1135628869355384.2
858.2168,1128583064999392.0
858.62573,1133696391030529.5
859.03467,1116081834123977.2
859.4436,1105705977302495.0
859.85248,1095782084838374.4
860.26135,1087244464189838.6
860.67023,1069074470017151.0
861.07904,1081816758894553.1
861.48785,1069228134599247.9
861.89661,1074335038272451.9
862.30536,1069527953392710.2
862.71405,1041060759589391.9
863.12274,1037672664159345.9
863.53143,1035470670288291.5
863.94006,1023549625174909.6
864.34869,1027856654888113.2
864.75732,989855752432623.6
865.16589,995540580513061.2
865.5744,1010070144493759.0
865.98297,989188273038406.2
866.39148,979597969335458.9
866.79993,963333277370378.2
867.20837,977246722700193.1
867.61682,965746988035040.0
868.02521,957661241311771.0
868.43359,942856147772427.8
868.84192,952009146525470.0
869.25024,932537871157157.5
869.65857,937867174925773.0
870.06683,927279223611976.4
870.4751,910413017729100.0
870.8833,918391639980812.4
871.2915,888016646829489.2
871.69965,895808612342549.4
872.10779,892511416334697.4
872.51593,863006287199279.4
872.92401,869584960433752.5
873.33209,865654036344062.2
873.74017,864174633054232.0
874.14819,866993333325854.9
874.55615,843717715338640.5
874.96417,857464446525682.2
875.37207,853056224198046.5
875.78003,835109695534843.8
876.18793,830203155280128.5
876.59576,828173550091466.8
877.0036,839937200429558.2
877.41144,814011823000439.8
877.81921,805798033536988.4
878.22699,805266289841778.2
878.63477,818609872848468.4
879.04248,786702098861268.4
879.45013,782294693193868.8
879.85779,776358060580820.2
880.26544,790534474291355.1
880.6731,772393603679513.9
881.08063,761578940157996.8
881.48822,763070114389709.9
881.89575,765140793069239.4
882.30328,721194448746949.5
882.71075,720651269636757.0
883.11823,730850815012262.1
883.52563,746155932572915.0
883.93304,734501969904592.6
884.34045,733752617423606.6
884.7478,717422493778846.1
885.15509,717475910626484.5
885.56244,713582384121911.5
885.96973,699731734066811.0
886.37695,712969818546430.2
886.78418,688435440350076.4
887.19141,696811743811659.9
887.59857,664355618395936.4
888.00568,681530228023260.2
888.41284,678578069021165.6
888.81989,662685027137454.6
